,source_point,dest_point,quantity,distcap,CO2,year,Strategy type,collection_scenario,recovery_efficiency_scenario
64,MWI,CHN,12485.17846978395,10394.82,2206280.1086417534,2040,Strategy 3,high_collection,baseline
65,NAM,CHN,5496.445568915256,12372.95,1156123.1854324704,2040,Strategy 3,high_collection,baseline
66,NCL,CHN,0.1431747766936378,8648.526,21.05026323924505,2040,Strategy 3,high_collection,baseline
67,NER,CHN,4856.886258824806,11024.17,910233.3763951273,2040,Strategy 3,high_collection,baseline
68,NGA,CHN,850961.3363695052,10960.48,158558060.036871,2040,Strategy 3,high_collection,baseline
69,NIC,CHN,6538.871845496138,13785.57,1532415.2843009753,2040,Strategy 3,high_collection,baseline
70,NPL,CHN,1372.2595057254912,3160.925,73739.35942830093,2040,Strategy 3,high_collection,baseline
71,OMN,CHN,3784.611519479471,5658.039,364029.1528100899,2040,Strategy 3,high_collection,baseline
72,PAK,CHN,875526.4820662402,3882.877,57792547.881800584,2040,Strategy 3,high_collection,baseline
73,PAL,CHN,146.9949484417296,7206.27,18007.849880822112,2040,Strategy 3,high_collection,baseline
74,PAN,CHN,1.8612952349121443,14352.56,454.143976125441,2040,Strategy 3,high_collection,baseline
75,PER,CHN,21916.53772021887,16666.29,6209545.348498812,2040,Strategy 3,high_collection,baseline
76,PHL,CHN,1807813.1352557775,2850.319,87598350.17377491,2040,Strategy 3,high_collection,baseline
77,PLW,CHN,8.385632735802915,4048.299,577.1083265182095,2040,Strategy 3,high_collection,baseline
78,PRY,CHN,2780.584213492157,18311.35,865576.2625414033,2040,Strategy 3,high_collection,baseline
79,PYF,CHN,1956.8849425858689,11590.93,385595.9785886361,2040,Strategy 3,high_collection,baseline
80,QAT,CHN,3.055551068231383,6164.891,320.2313677698607,2040,Strategy 3,high_collection,baseline
81,ROM,CHN,449430.0523640164,7068.477,54005361.80014538,2040,Strategy 3,high_collection,baseline
82,RWA,CHN,8.67765652802138,9845.182,1452.3628334815962,2040,Strategy 3,high_collection,baseline
83,SAU,CHN,54578.130739894346,6605.185,6128477.058350215,2040,Strategy 3,high_collection,baseline
84,SDN,CHN,12.76837279700341,8402.047,1823.7679620170502,2040,Strategy 3,high_collection,baseline
85,SLB,CHN,7.834664030335648,7089.695,944.2714328433583,2040,Strategy 3,high_collection,baseline
86,SLE,CHN,208.15752345437488,12570.8,44484.012129284354,2040,Strategy 3,high_collection,baseline
87,SLV,CHN,0.3150971814870861,13507.86,72.35690643667657,2040,Strategy 3,high_collection,baseline
88,SYC,CHN,898.1348875008678,7945.286,121310.95531212774,2040,Strategy 3,high_collection,baseline
89,TGO,CHN,2191.1108785445963,11656.86,434205.0368464132,2040,Strategy 3,high_collection,baseline
90,TJK,CHN,825.3253303840977,4052.918,56864.590085284166,2040,Strategy 3,high_collection,baseline
91,TON,CHN,0.0065711069141281,9809.154,1.0957689944095044,2040,Strategy 3,high_collection,baseline
92,TTO,CHN,4777.06430523801,14403.7,1169725.8192670646,2040,Strategy 3,high_collection,baseline
93,TUN,CHN,854.7620813828296,8646.589,125643.19897853195,2040,Strategy 3,high_collection,baseline
94,TZA,CHN,24402.937765543924,9670.167,4011668.2192180823,2040,Strategy 3,high_collection,baseline
95,UGA,CHN,314587.9483715965,9468.473,50637347.41979155,2040,Strategy 3,high_collection,baseline
96,UKR,CHN,210.3059366007688,6460.799,23098.654543033277,2040,Strategy 3,high_collection,baseline
97,UZB,CHN,18403.57945053241,3943.621,1233804.6207368972,2040,Strategy 3,high_collection,baseline
98,VNM,CHN,65489.38045360008,2330.799,2594923.902021801,2040,Strategy 3,high_collection,baseline
99,WSM,CHN,14.445340307596634,8268.319,2030.4575893550407,2040,Strategy 3,high_collection,baseline
100,YEM,CHN,8075.198512911633,7417.418,1018251.0876551477,2040,Strategy 3,high_collection,baseline
101,YUG,CHN,2731.4005119115573,7419.217,344502.5029003098,2040,Strategy 3,high_collection,baseline
102,ZMB,CHN,12.410924561743643,10960.79,2312.57014306094,2040,Strategy 3,high_collection,baseline
103,ZWE,CHN,34.08793404652709,10898.12,6315.404728449344,2040,Strategy 3,high_collection,baseline
104,IND,IND,5871392.670391617,681.9816,68071090.04889312,2040,Strategy 3,high_collection,baseline
105,JPN,JPN,98447.84155570791,231.188,386919.313090877,2040,Strategy 3,high_collection,baseline
106,AUS,KOR,116655.39146521644,8418.786,16695645.200362023,2040,Strategy 3,high_collection,baseline
107,AUT,KOR,34814.87184929932,8289.029,4905885.200632137,2040,Strategy 3,high_collection,baseline
108,BEL,KOR,47156.99191770066,8722.114,6992247.209855484,2040,Strategy 3,high_collection,baseline
109,CAN,KOR,1145595.4605979314,10528.16,205037209.17562822,2040,Strategy 3,high_collection,baseline
110,CHE,KOR,31695.778878448134,8878.165,4783806.029668419,2040,Strategy 3,high_collection,baseline
111,CZE,KOR,255405.5813096176,8262.063,35873009.05663861,2040,Strategy 3,high_collection,baseline
112,DEU,KOR,313785.0045035479,8139.991,43421520.914095275,2040,Strategy 3,high_collection,baseline
113,DNK,KOR,25063.11447540082,7955.016,3389417.103247967,2040,Strategy 3,high_collection,baseline
114,ESP,KOR,164730.8693416901,10012.64,28039645.15729146,2040,Strategy 3,high_collection,baseline
115,FIN,KOR,41615.975925611725,7070.555,5002216.793232132,2040,Strategy 3,high_collection,baseline
116,FRA,KOR,254663.73861082748,8981.467,38883317.39530614,2040,Strategy 3,high_collection,baseline
117,GBR,KOR,249487.60802103436,8875.39,37643096.96301474,2040,Strategy 3,high_collection,baseline
118,GRC,KOR,35865.257458429136,8528.293,5199780.210140623,2040,Strategy 3,high_collection,baseline
119,HUN,KOR,43477.13419662696,8182.963,6048120.268109564,2040,Strategy 3,high_collection,baseline
120,IRL,KOR,20945.3901764388,8968.355,3193376.8101688684,2040,Strategy 3,high_collection,baseline
121,ISL,KOR,1437.5812455455332,8396.076,205190.70369417427,2040,Strategy 3,high_collection,baseline
122,ITA,KOR,197854.5289553171,8982.659,30213416.00859108,2040,Strategy 3,high_collection,baseline
123,KOR,KOR,161419.21581241902,118.6343,325547.54646573943,2040,Strategy 3,high_collection,baseline
124,LUX,KOR,2779.875117623761,8733.371,412720.572509908,2040,Strategy 3,high_collection,baseline
125,NLD,KOR,72072.28753755771,8573.183,10504111.47489773,2040,Strategy 3,high_collection,baseline
126,NOR,KOR,21610.904015367058,7730.767,2840170.6812368413,2040,Strategy 3,high_collection,baseline
127,NZL,KOR,19799.43467577252,10293.84,3464807.6149285217,2040,Strategy 3,high_collection,baseline
128,POL,KOR,141532.5852294567,7753.967,18656462.91999621,2040,Strategy 3,high_collection,baseline
129,PRT,KOR,37247.25744511005,10433.49,6606521.097376682,2040,Strategy 3,high_collection,baseline
130,SVK,KOR,21260.733064729862,8246.657,2980609.543607562,2040,Strategy 3,high_collection,baseline
131,SWE,KOR,47400.1552933355,7445.181,5999346.504978845,2040,Strategy 3,high_collection,baseline
132,TUR,KOR,164441.32312642885,7759.101,21690586.190097153,2040,Strategy 3,high_collection,baseline
133,USA,KOR,7322033.588770572,11185.97,1392368817.0706592,2040,Strategy 3,high_collection,baseline
134,AND,RUS,10.266376964190506,2973.003,518.8734817323776,2040,Strategy 3,high_collection,baseline
135,ARG,RUS,8251.041278538765,13505.36,1894365.8083059473,2040,Strategy 3,high_collection,baseline
136,BLR,RUS,17184.78713042268,686.9657,200691.1084468307,2040,Strategy 3,high_collection,baseline
137,BRA,RUS,235122.99407662335,11192.67,44738119.3958972,2040,Strategy 3,high_collection,baseline
138,CPV,RUS,50.85464351333604,6862.205,5932.574812837347,2040,Strategy 3,high_collection,baseline
139,DZA,RUS,1688.6039449306738,3340.904,95904.88245858936,2040,Strategy 3,high_collection,baseline
140,HRV,RUS,70085.0374100328,1875.36,2234389.487873745,2040,Strategy 3,high_collection,baseline
141,LTU,RUS,10475.134847293137,794.0689,141405.63969420939,2040,Strategy 3,high_collection,baseline
142,MAR,RUS,16707.59636482931,4156.454,1180554.0475966642,2040,Strategy 3,high_collection,baseline
143,MRT,RUS,0.2665401178928626,6115.446,27.710198862726397,2040,Strategy 3,high_collection,baseline
144,RUS,RUS,75779.3210651096,1554.244,2002252.4365218435,2040,Strategy 3,high_collection,baseline
145,SEN,RUS,118772.03793259656,6529.711,13184300.403875183,2040,Strategy 3,high_collection,baseline
146,SVN,RUS,8872.351855476609,1937.979,292305.33680092,2040,Strategy 3,high_collection,baseline
147,URY,RUS,1188.9045027782377,13387.23,270574.34645437443,2040,Strategy 3,high_collection,baseline
148,IDN,THA,93315.2411548734,2316.466,3674746.918090104,2040,Strategy 3,high_collection,baseline
149,KHM,THA,9371.94838331246,535.9692,85392.28651656963,2040,Strategy 3,high_collection,baseline
150,LKA,THA,367151.99398825166,2381.501,14864338.294195263,2040,Strategy 3,high_collection,baseline
151,LSO,THA,2022.3450509850863,9178.095,315541.67501225637,2040,Strategy 3,high_collection,baseline
152,MDG,THA,4556.753576252743,6850.169,530647.0455076565,2040,Strategy 3,high_collection,baseline
153,MDV,THA,595.9938627873943,3152.969,31945.552950501435,2040,Strategy 3,high_collection,baseline
154,MMR,THA,61.34462199230504,575.9035,600.5859026962727,2040,Strategy 3,high_collection,baseline
155,MOZ,THA,1.685534621524106,8573.696,245.67144452118663,2040,Strategy 3,high_collection,baseline
156,MUS,THA,4058.418530750176,6031.729,416147.77268307493,2040,Strategy 3,high_collection,baseline
157,MYS,THA,74.41963377578796,1187.123,1501.8694014158507,2040,Strategy 3,high_collection,baseline
158,SWZ,THA,81.06877904764565,8723.244,12022.106587049913,2040,Strategy 3,high_collection,baseline
159,THA,THA,81573.3522301742,269.427,373627.0807124255,2040,Strategy 3,high_collection,baseline
160,ZAF,THA,1324.632622402859,8970.98,202015.2969697012,2040,Strategy 3,high_collection,baseline
161,VNM,VNM,57375.17267483666,216.4326,211103.58255688552,2040,Strategy 3,high_collection,baseline
0,BRA,CHN,587125.3445928518,16948.04,169160605.02794844,2045,Strategy 2,high_collection,baseline
1,CHN,CHN,18204997.00975865,1163.707,360149801.73899865,2045,Strategy 2,high_collection,baseline
2,IND,CHN,19916733.491700303,3785.013,1281546618.1215577,2045,Strategy 2,high_collection,baseline
3,ROM,CHN,396732.2379138359,7068.477,47672975.88049211,2045,Strategy 2,high_collection,baseline
4,YUG,CHN,6491.658553931272,7419.217,818771.3995258793,2045,Strategy 2,high_collection,baseline
5,IND,IND,12444019.19953864,681.9816,144272066.11024538,2045,Strategy 2,high_collection,baseline
6,JPN,JPN,174246.60495748706,231.188,684823.3098174959,2045,Strategy 2,high_collection,baseline
7,AUS,KOR,120100.20184587722,8418.786,17188664.26425317,2045,Strategy 2,high_collection,baseline
8,BEL,KOR,50646.46615785207,8722.114,7509652.275940772,2045,Strategy 2,high_collection,baseline
9,CAN,KOR,1333291.3881328288,10528.16,238630786.0350369,2045,Strategy 2,high_collection,baseline
10,CHE,KOR,35174.94005792708,8878.165,5308911.668889566,2045,Strategy 2,high_collection,baseline
11,CZE,KOR,216341.7230658938,8262.063,30386292.073482458,2045,Strategy 2,high_collection,baseline
12,DEU,KOR,324541.916857868,8139.991,44910060.79987851,2045,Strategy 2,high_collection,baseline
13,ESP,KOR,177330.82420220022,10012.64,30184344.961878605,2045,Strategy 2,high_collection,baseline
14,FIN,KOR,63665.21228415641,7070.555,7652522.5457106605,2045,Strategy 2,high_collection,baseline
15,FRA,KOR,276945.56491092686,8981.467,42285416.68474541,2045,Strategy 2,high_collection,baseline
16,GBR,KOR,279087.21383430663,8875.39,42109133.73547874,2045,Strategy 2,high_collection,baseline
17,HUN,KOR,35408.379345891626,8182.963,4925672.787315722,2045,Strategy 2,high_collection,baseline
18,ITA,KOR,219364.64969803853,8982.659,33498123.363162864,2045,Strategy 2,high_collection,baseline
19,KOR,KOR,172050.113848774,118.6343,346987.76196328335,2045,Strategy 2,high_collection,baseline
20,NLD,KOR,75725.29501323678,8573.183,11036515.80191693,2045,Strategy 2,high_collection,baseline
21,NOR,KOR,22535.238820994364,7730.767,2961649.5704458565,2045,Strategy 2,high_collection,baseline
22,POL,KOR,153705.12373370066,7753.967,20261015.77175454,2045,Strategy 2,high_collection,baseline
23,SVK,KOR,21555.30046386157,8246.657,3021905.880775924,2045,Strategy 2,high_collection,baseline
24,SWE,KOR,48712.84517138661,7445.181,6165491.138541139,2045,Strategy 2,high_collection,baseline
25,TUR,KOR,403146.4626443089,7759.101,53176920.064648636,2045,Strategy 2,high_collection,baseline
26,USA,KOR,10781854.285446748,11185.97,2050293475.883439,2045,Strategy 2,high_collection,baseline
27,BRA,RUS,1014372.9220415764,11192.67,193010203.34690055,2045,Strategy 2,high_collection,baseline
28,RUS,RUS,181387.88051995405,1554.244,4792657.424504544,2045,Strategy 2,high_collection,baseline
29,IND,THA,955928.832265047,2919.706,47447529.501333274,2045,Strategy 2,high_collection,baseline
30,THA,THA,193136.88483597105,269.427,884616.9550019201,2045,Strategy 2,high_collection,baseline
31,VNM,THA,46695.08546051233,990.7018,786435.3886870178,2045,Strategy 2,high_collection,baseline
32,VNM,VNM,121602.7934808336,216.4326,447419.74892543774,2045,Strategy 2,high_collection,baseline
0,ABW,CHN,5.1866496786724055,14155.35,1248.1203059929226,2045,Strategy 3,high_collection,baseline
1,AFG,CHN,0.0640427548381669,4180.438,4.551355021152665,2045,Strategy 3,high_collection,baseline
2,AGO,CHN,1470.868530683291,11769.51,294293.83196955913,2045,Strategy 3,high_collection,baseline
3,ALB,CHN,52066.229987764775,7686.079,6803147.667608195,2045,Strategy 3,high_collection,baseline
4,ARE,CHN,529.8549967205685,5966.427,53742.79969481469,2045,Strategy 3,high_collection,baseline
5,ARM,CHN,5.564725105016766,5947.15,562.6023334411078,2045,Strategy 3,high_collection,baseline
6,AZE,CHN,23763.09542674068,5520.214,2230015.324986508,2045,Strategy 3,high_collection,baseline
7,BDI,CHN,4211.605463017992,10011.62,716804.8892562233,2045,Strategy 3,high_collection,baseline
8,BEN,CHN,199277.6428116132,11516.91,39016065.513649434,2045,Strategy 3,high_collection,baseline
9,BFA,CHN,38608.62377184356,11404.37,7485219.521643293,2045,Strategy 3,high_collection,baseline
10,BGD,CHN,5.723742787219105,3036.238,295.43697099726955,2045,Strategy 3,high_collection,baseline
11,BGR,CHN,103901.74945175055,7364.447,13008041.759759832,2045,Strategy 3,high_collection,baseline
12,BHR,CHN,2.769571920067509,6184.87,291.2005187815549,2045,Strategy 3,high_collection,baseline
13,BHS,CHN,0.0499725954924166,12659.7,10.75484714164089,2045,Strategy 3,high_collection,baseline
14,BIH,CHN,2931.2143166954884,7615.699,379495.18098753976,2045,Strategy 3,high_collection,baseline
15,BMU,CHN,1.9950599746526527,11995.19,406.82909877501385,2045,Strategy 3,high_collection,baseline
16,BOL,CHN,25416.01421806624,17709.48,7651774.7230675155,2045,Strategy 3,high_collection,baseline
17,BRA,CHN,1290326.6726465232,16948.04,371764637.0383631,2045,Strategy 3,high_collection,baseline
18,BRB,CHN,1.3272378139774317,14118.99,318.56737619387667,2045,Strategy 3,high_collection,baseline
19,BRN,CHN,76.6434061690778,3896.4,5076.767252552311,2045,Strategy 3,high_collection,baseline
20,CHL,CHN,82101.27734029933,19079.88,26630202.83149372,2045,Strategy 3,high_collection,baseline
21,CHN,CHN,18204997.00975865,1163.707,360149801.73899865,2045,Strategy 3,high_collection,baseline
22,CIV,CHN,2093.707144445726,12121.88,431454.3349219339,2045,Strategy 3,high_collection,baseline
23,CMR,CHN,1.394466480633516,11002.26,260.81880728065346,2045,Strategy 3,high_collection,baseline
24,COG,CHN,4.157893965059607,11274.53,796.9311041800195,2045,Strategy 3,high_collection,baseline
25,COL,CHN,27232.179692598093,14937.48,6915262.371748033,2045,Strategy 3,high_collection,baseline
26,CRI,CHN,8934.910241274989,14090.98,2140327.905697218,2045,Strategy 3,high_collection,baseline
27,CYM,CHN,0.0596515841112822,13188.35,13.374001478338487,2045,Strategy 3,high_collection,baseline
28,CYP,CHN,5424.869423768339,7076.428,652607.8640738685,2045,Strategy 3,high_collection,baseline
29,DOM,CHN,41301.17694511307,13500.16,9478732.448104741,2045,Strategy 3,high_collection,baseline
30,ECU,CHN,24031.606527600223,15364.41,6276934.746028344,2045,Strategy 3,high_collection,baseline
31,EGY,CHN,527520.6393664465,7551.418,67719990.47521597,2045,Strategy 3,high_collection,baseline
32,EST,CHN,4831.6631399325215,6372.091,523392.552552928,2045,Strategy 3,high_collection,baseline
33,ETH,CHN,7433.606630995395,8315.988,1050902.320181328,2045,Strategy 3,high_collection,baseline
34,FJI,CHN,9.973393369913108,9104.002,1543.5624841700867,2045,Strategy 3,high_collection,baseline
35,GEO,CHN,728.9645207070257,5852.917,72531.67020593105,2045,Strategy 3,high_collection,baseline
36,GHA,CHN,22.34943383689397,11831.63,4495.313941749367,2045,Strategy 3,high_collection,baseline
37,GIN,CHN,9.63989599950921,12651.77,2073.3496991650813,2045,Strategy 3,high_collection,baseline
38,GRD,CHN,733.6040974953117,14245.04,177653.73512073848,2045,Strategy 3,high_collection,baseline
39,GRL,CHN,4.566473892295001,8400.893,652.1617954598851,2045,Strategy 3,high_collection,baseline
40,GTM,CHN,54632.29933854937,13351.5,12400193.458516913,2045,Strategy 3,high_collection,baseline
41,GUY,CHN,4675.622406678006,14808.48,1177060.6352463332,2045,Strategy 3,high_collection,baseline
42,HND,CHN,4490.672751479054,13543.21,1033908.1099474968,2045,Strategy 3,high_collection,baseline
43,IND,CHN,20872662.32396535,3785.013,1343056070.0939238,2045,Strategy 3,high_collection,baseline
44,IRN,CHN,61.35486232999264,5609.038,5850.409822992853,2045,Strategy 3,high_collection,baseline
45,ISR,CHN,46835.377688078974,7146.982,5690437.222098335,2045,Strategy 3,high_collection,baseline
46,JAM,CHN,6.496930903568204,13446.64,1485.1521464076582,2045,Strategy 3,high_collection,baseline
47,JOR,CHN,33198.3281416275,7061.988,3985585.3142560073,2045,Strategy 3,high_collection,baseline
48,KAZ,CHN,13721.269136789835,3655.658,852724.5439310005,2045,Strategy 3,high_collection,baseline
49,KEN,CHN,912206.5764505442,9223.831,143038668.0705628,2045,Strategy 3,high_collection,baseline
50,KGZ,CHN,3.0579085823636296,3471.802,180.47970324514264,2045,Strategy 3,high_collection,baseline
